TimeStamp(ms),Label_Tag,HeaterProfile_ID,Sensor1_Temperature(deg C),Sensor1_Pressure(Pa),Sensor1_Humidity(%),Sensor1_GasResistance(ohm),Sensor1_Status,Sensor1_GasIndex,Sensor2_Temperature(deg C),Sensor2_Pressure(Pa),Sensor2_Humidity(%),Sensor2_GasResistance(ohm),Sensor2_Status,Sensor2_GasIndex,Sensor3_Temperature(deg C),Sensor3_Pressure(Pa),Sensor3_Humidity(%),Sensor3_GasResistance(ohm),Sensor3_Status,Sensor3_GasIndex,Sensor4_Temperature(deg C),Sensor4_Pressure(Pa),Sensor4_Humidity(%),Sensor4_GasResistance(ohm),Sensor4_Status,Sensor4_GasIndex,Sensor5_Temperature(deg C),Sensor5_Pressure(Pa),Sensor5_Humidity(%),Sensor5_GasResistance(ohm),Sensor5_Status,Sensor5_GasIndex,Sensor6_Temperature(deg C),Sensor6_Pressure(Pa),Sensor6_Humidity(%),Sensor6_GasResistance(ohm),Sensor6_Status,Sensor6_GasIndex,Sensor7_Temperature(deg C),Sensor7_Pressure(Pa),Sensor7_Humidity(%),Sensor7_GasResistance(ohm),Sensor7_Status,Sensor7_GasIndex,Sensor8_Temperature(deg C),Sensor8_Pressure(Pa),Sensor8_Humidity(%),Sensor8_GasResistance(ohm),Sensor8_Status,Sensor8_GasIndex
8731,1,1,38.41,99771.22,19.86,11409471.00,b0,0,38.29,99752.71,20.02,10897240.00,b0,0,39.00,99763.87,19.35,8899511.00,b0,0,39.03,99733.16,19.24,363830.16,a0,5,38.70,99789.22,18.52,627835.69,b0,4,38.80,99805.47,18.86,580334.38,b0,4,38.28,99800.19,19.01,594484.75,b0,4,38.38,99788.49,19.03,801095.25,b0,4
Unknown command. Available commands: START, STOP, SEC_num (e.g., SEC_5000), GETHEAT
9731,1,1,38.35,99771.24,19.81,11130435.00,b0,0,38.24,99751.98,19.99,10632057.00,b0,0,38.93,99765.67,19.34,8432321.00,b0,0,38.95,99733.22,19.27,762188.31,b0,4,38.65,99792.99,18.57,605558.81,b0,4,38.73,99802.35,18.90,558494.69,b0,4,38.23,99798.41,19.07,570632.50,b0,4,38.33,99790.52,19.08,736955.75,b0,4
10731,1,1,38.29,99770.63,19.72,10995973.00,b0,0,38.20,99756.78,19.90,10195395.00,b0,0,38.85,99763.72,19.26,8118929.50,b0,0,38.89,99736.48,19.18,741760.25,b0,4,38.58,99792.70,18.55,584808.69,b0,4,38.65,99802.45,18.83,538239.19,b0,4,38.18,99801.84,19.12,551278.63,b0,4,38.26,99788.82,19.09,714584.81,b0,4
11731,1,1,38.15,99774.52,19.73,10611399.00,b0,0,38.10,99758.32,19.92,9612203.00,b0,0,38.74,99761.07,19.28,722143.87,a0,5,38.80,99734.24,19.18,711605.31,b0,4,38.51,99793.07,18.54,565433.44,b0,4,38.59,99805.20,18.81,522182.56,b0,4,38.09,99800.42,19.11,532362.87,b0,4,38.19,99792.48,19.07,686557.19,b0,4
12731,1,1,38.15,99774.16,19.89,10330391.00,b0,0,38.07,99759.14,20.04,9253883.00,b0,0,38.72,99760.92,19.44,695652.19,a0,5,38.79,99737.17,19.34,685867.38,b0,4,38.48,99795.70,18.67,546424.75,b0,4,38.54,99804.75,18.94,505928.84,b0,4,38.06,99801.36,19.23,513154.59,b0,4,38.15,99792.95,19.20,663212.44,b0,4
13731,1,1,38.11,99770.83,20.02,363830.16,a0,5,38.04,99759.98,20.18,8921318.00,b0,0,38.70,99763.02,19.59,673020.06,a0,5,38.76,99738.73,19.48,661285.12,b0,4,38.45,99795.77,18.75,528652.56,b0,4,38.51,99807.84,19.03,492071.12,b0,4,38.02,99805.21,19.29,499268.66,b0,4,38.11,99796.20,19.25,643822.69,b0,4
TimeStamp(ms),Label_Tag,HeaterProfile_ID,Sensor1_Temperature(deg C),Sensor1_Pressure(Pa),Sensor1_Humidity(%),Sensor1_GasResistance(ohm),Sensor1_Status,Sensor1_GasIndex,Sensor2_Temperature(deg C),Sensor2_Pressure(Pa),Sensor2_Humidity(%),Sensor2_GasResistance(ohm),Sensor2_Status,Sensor2_GasIndex,Sensor3_Temperature(deg C),Sensor3_Pressure(Pa),Sensor3_Humidity(%),Sensor3_GasResistance(ohm),Sensor3_Status,Sensor3_GasIndex,Sensor4_Temperature(deg C),Sensor4_Pressure(Pa),Sensor4_Humidity(%),Sensor4_GasResistance(ohm),Sensor4_Status,Sensor4_GasIndex,Sensor5_Temperature(deg C),Sensor5_Pressure(Pa),Sensor5_Humidity(%),Sensor5_GasResistance(ohm),Sensor5_Status,Sensor5_GasIndex,Sensor6_Temperature(deg C),Sensor6_Pressure(Pa),Sensor6_Humidity(%),Sensor6_GasResistance(ohm),Sensor6_Status,Sensor6_GasIndex,Sensor7_Temperature(deg C),Sensor7_Pressure(Pa),Sensor7_Humidity(%),Sensor7_GasResistance(ohm),Sensor7_Status,Sensor7_GasIndex,Sensor8_Temperature(deg C),Sensor8_Pressure(Pa),Sensor8_Humidity(%),Sensor8_GasResistance(ohm),Sensor8_Status,Sensor8_GasIndex
35614,1,1,37.28,99768.30,19.68,691424.69,a0,2,37.19,99752.86,19.89,341219.59,b0,4,37.85,99756.64,19.21,238139.53,b0,4,37.97,99741.86,19.03,3834308.50,b0,1,37.59,99790.15,18.44,608799.06,a0,5,37.64,99807.02,18.62,6386279.50,a0,0,37.06,99802.14,19.06,328731.94,b0,4,37.13,99787.28,18.91,426844.53,b0,4
36614,1,1,37.28,99769.33,19.59,684492.00,a0,2,37.18,99753.02,19.80,338177.00,b0,4,37.84,99755.55,19.11,236489.61,b0,4,37.95,99740.10,18.93,3762976.50,b0,1,37.55,99789.86,18.34,603417.81,a0,5,37.59,99804.21,18.53,6226107.00,b0,0,37.03,99801.40,18.98,326218.53,b0,4,37.11,99785.78,18.80,423140.50,b0,4
37614,1,1,37.30,99774.59,19.49,3327376.00,b0,1,37.17,99754.73,19.74,335517.69,b0,4,37.82,99756.75,19.04,233576.64,b0,4,37.94,99741.91,18.86,3732118.50,b0,1,37.52,99791.20,18.25,596562.75,a0,5,37.56,99805.09,18.45,6166353.00,b0,0,37.01,99801.05,18.89,323743.28,b0,4,37.08,99788.83,18.74,420016.41,b0,4
