Unknown command. Available commands: START, STOP, SEC_num (e.g., SEC_5000), GETHEAT
TimeStamp(ms),Label_Tag,HeaterProfile_ID,Sensor1_Temperature(deg C),Sensor1_Pressure(Pa),Sensor1_Humidity(%),Sensor1_GasResistance(ohm),Sensor1_Status,Sensor1_GasIndex,Sensor2_Temperature(deg C),Sensor2_Pressure(Pa),Sensor2_Humidity(%),Sensor2_GasResistance(ohm),Sensor2_Status,Sensor2_GasIndex,Sensor3_Temperature(deg C),Sensor3_Pressure(Pa),Sensor3_Humidity(%),Sensor3_GasResistance(ohm),Sensor3_Status,Sensor3_GasIndex,Sensor4_Temperature(deg C),Sensor4_Pressure(Pa),Sensor4_Humidity(%),Sensor4_GasResistance(ohm),Sensor4_Status,Sensor4_GasIndex,Sensor5_Temperature(deg C),Sensor5_Pressure(Pa),Sensor5_Humidity(%),Sensor5_GasResistance(ohm),Sensor5_Status,Sensor5_GasIndex,Sensor6_Temperature(deg C),Sensor6_Pressure(Pa),Sensor6_Humidity(%),Sensor6_GasResistance(ohm),Sensor6_Status,Sensor6_GasIndex,Sensor7_Temperature(deg C),Sensor7_Pressure(Pa),Sensor7_Humidity(%),Sensor7_GasResistance(ohm),Sensor7_Status,Sensor7_GasIndex,Sensor8_Temperature(deg C),Sensor8_Pressure(Pa),Sensor8_Humidity(%),Sensor8_GasResistance(ohm),Sensor8_Status,Sensor8_GasIndex
13081,1,1,7,38.07,99799.87,14.35,56802600.00,90,2,91,96,0,16
13214,1,1,0,36.86,99775.02,15.80,45542740.00,90,2,92,102,0,16
13215,1,1,1,36.99,99755.23,15.77,50267304.00,90,2,92,100,0,16
13216,1,1,2,37.87,99763.70,15.42,36551032.00,80,2,92,103,0,0
13217,1,1,3,38.10,99746.05,15.06,75633008.00,90,2,92,100,0,16
13218,1,1,4,38.49,99806.03,13.92,59389216.00,90,2,92,102,0,16
13219,1,1,5,38.24,99821.88,14.31,54636100.00,90,2,92,97,0,16
13220,1,1,6,38.19,99815.16,14.23,43763608.00,90,2,92,95,0,16
13221,1,1,7,38.04,99802.76,14.38,56802600.00,90,2,92,96,0,16
13354,1,1,0,36.83,99772.93,15.81,44028216.00,a0,2,93,102,32,0
13355,1,1,1,36.95,99754.52,15.78,44161724.00,a0,2,93,100,32,0
13356,1,1,2,37.83,99762.00,15.33,32331524.00,b0,2,93,103,32,16
13357,1,1,3,38.06,99745.49,15.04,69663568.00,b0,2,93,100,32,16
13358,1,1,4,38.46,99806.66,13.92,55398140.00,b0,2,93,102,32,16
13359,1,1,5,38.21,99820.39,14.30,46611664.00,b0,2,93,97,32,16
13360,1,1,6,38.16,99814.61,14.25,38997916.00,b0,2,93,95,32,16
13361,1,1,7,38.00,99801.96,14.37,52597112.00,b0,2,93,96,32,16
13494,1,1,0,36.80,99772.62,15.81,44028216.00,80,3,94,102,0,0
13495,1,1,1,36.92,99755.03,15.79,44161724.00,80,3,94,100,0,0
13496,1,1,2,37.79,99766.40,15.27,32331524.00,90,3,94,103,0,16
13497,1,1,3,38.02,99743.80,15.05,69663568.00,90,3,94,100,0,16
13498,1,1,4,38.41,99803.39,13.93,55398140.00,90,3,94,102,0,16
13499,1,1,5,38.18,99822.58,14.31,46611664.00,90,3,94,97,0,16
13500,1,1,6,38.13,99814.45,14.26,38997916.00,90,3,94,95,0,16
13501,1,1,7,37.98,99801.68,14.37,52597112.00,90,3,94,96,0,16
13634,1,1,0,36.77,99773.66,15.80,44028216.00,80,3,95,102,0,0
13635,1,1,1,36.90,99756.23,15.77,44161724.00,80,3,95,100,0,0
13636,1,1,2,37.76,99765.65,15.41,32331524.00,90,3,95,103,0,16
13637,1,1,3,37.99,99744.02,15.05,69663568.00,90,3,95,100,0,16
13638,1,1,4,38.39,99804.68,13.93,55398140.00,90,3,95,102,0,16
13639,1,1,5,38.14,99821.44,14.31,46611664.00,90,3,95,97,0,16
13640,1,1,6,38.10,99814.84,14.25,38997916.00,90,3,95,95,0,16
13641,1,1,7,37.95,99800.96,14.38,52597112.00,90,3,95,96,0,16
13774,1,1,0,36.76,99773.95,15.81,44028216.00,80,3,96,102,0,0
13775,1,1,1,36.89,99756.41,15.81,44161724.00,80,3,96,100,0,0
13776,1,1,2,37.74,99769.58,15.35,32331524.00,90,3,96,103,0,16
13777,1,1,3,37.97,99744.29,15.05,69663568.00,90,3,96,100,0,16
13778,1,1,4,38.36,99806.04,13.94,55398140.00,90,3,96,102,0,16
13779,1,1,5,38.10,99820.53,14.32,46611664.00,90,3,96,97,0,16
13780,1,1,6,38.07,99815.23,14.26,38997916.00,90,3,96,95,0,16
13781,1,1,7,37.91,99800.16,14.38,52597112.00,90,3,96,96,0,16
13914,1,1,0,36.75,99774.08,15.81,44028216.00,80,3,97,102,0,0
13915,1,1,1,36.87,99757.13,15.82,44161724.00,80,3,97,100,0,0
13916,1,1,2,37.71,99764.89,15.34,32331524.00,90,3,97,103,0,16
13917,1,1,3,37.94,99741.52,15.07,69663568.00,90,3,97,100,0,16
13918,1,1,4,38.34,99806.22,13.96,55398140.00,90,3,97,102,0,16
13919,1,1,5,38.07,99822.52,14.32,46611664.00,90,3,97,97,0,16
13920,1,1,6,38.05,99815.48,14.26,38997916.00,90,3,97,95,0,16
